"branca","nota","id","descrizione","tariffa"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr m1",915004,"ANALISI MUTAZIONALE GENI PTPN11, SHOC2, BRAF1, KRAS e MEK1 (test mirato)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da  sangue periferico, tessuti, colture cellulari, villi coriali;  91.29.3 ANALISI DI MUTAZIONE DEL DNADNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2345
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915005,"ANALISI MUTAZIONALE GENI SOS1, RAF1 e BRAF (test completo)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da  sangue periferico, tessuti, colture cellulari, villi coriali;  91.29.3 ANALISI DI MUTAZIONE DEL DNADNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",4340
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915006,"ANALISI MUTAZIONALE GENE SPRED1 
(test completo) 
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1120
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915007,"ANALISI MUTAZIONALE GENE TCOF1
(test completo)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2905
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915008,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] GENE TCOF1 
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali - 91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA(Multiple Ligation dependent Probe Amplification)",460
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915009,"ANALISI MUTAZIONALE GENI POLR1D E POLR1C 
(test completo)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1660
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915010,"ANALISI MUTAZIONALE GENE CHD7 
(test completo)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",4030
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915011,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] GENE CHD7 
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellualti, villi coriali - 91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA(Multiple Ligation dependent Probe Amplification) e 91.36.9 IBRIDAZIONE GENOMICA COMPARATIVA su array (Array - CGH)",460
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915012,"ANALISI MUTAZIONALE GENE PTEN 
(test completo)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1120
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915013,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] GENE PTEN 
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali 91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA (Muliple Ligation dependent Probe Amplification)",230
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915014,"ANALISI MUTAZIONALE GENE FLCN (FOLLICULIN) 
(test completo)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp) ",1430
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915015,"ANALISI MUTAZIONALE GENE VHL 
(test completo)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catenae elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",560
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915016,"ANALISI MUTAZIONALE GENE CDKN2A (test completo) e CDK4 (test mirato)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",725
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915017,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] GENE CDKN2A 
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali 91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA(Multiple Ligation dependent Probe Amplification)",230
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915018,"ANALISI MUTAZIONALE GENE RET 
(test mirato)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena eelettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1025
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915019,"ANALISI MUTAZIONALE GENE USH2A 
(test mirato) 
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, PCR 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasicaa catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2645
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915020,"ANALISI MUTAZIONALE GENE USH2A 
(test completo) 
Incluso: 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",4490
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915021,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] USH2A
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA (Multiple Ligation dependent Probe Amplification)",460
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915022,"ANALISI MUTAZIONALE GENE TWIST1 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",560
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915023,"ANALISI MUTAZIONALE GENE EFNB1 
(test completo) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",880
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915024,"ANALISI MUTAZIONALE GENE HRAS 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",725
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915025,"ANALISI MUTAZIONALE GENE FGFR3 
(test mirato)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",385
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915026,"ANALISI MUTAZIONALE GENE FGFR3 
(test completo) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1660
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915027,"ANALISI MUTAZIONALE GENE COMP 
(test completo) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2345
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915028,"ANALISI MUTAZIONALE GENE DHCR7 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1120
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915029,"ANALISI MUTAZIONALE GENE SPG4 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2170
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915030,"ANALISI MUTAZIONALE GENE G6PC 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",880
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915031,"ANALISI MUTAZIONALE GENE SLC37A4 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1305
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915032,"ANALISI MUTAZIONALE GENE GAA 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2425
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915033,"ANALISI MUTAZIONALE GENE PYGM 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1660
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915034,"ANALISI MUTAZIONALE GENE PHEX 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2575
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915035,"ANALISI MUTAZIONALE GENE ACADM 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1660
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915036,"ANALISI MUTAZIONALE GENE RHO e RDS 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1195
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915037,"ANALISI MUTAZIONALE GENE RLBP1 
(test completo) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1120
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915038,"ANALISI MUTAZIONALE GENE RDH5 
(test completo)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",725
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915039,"ANALISI MUTAZIONALE GENE RDH12
(test completo) 
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a cateCon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1120
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915040,"ANALISI MUTAZIONALE GENE MED12 
(test mirato)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",725
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915041,"ANALISI MUTAZIONALE GENE NBN Nibrin 
(test completo) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1980
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915042,"ANALISI MUTAZIONALE GENE CXCR4 
(test completo) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",725
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915043,"ANALISI MUTAZIONALE GENE CYBB 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1775
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915044,"ANALISI MUTAZIONALE GENE BTK 
(test completo) 
Incluso: 90.81.5 TIPIZZAZIONE SOTTOPOPOLAZIONI DI CELLULE DEL SANGUE, 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2905
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915045,"ANALISI MUTAZIONALE GENE: MU-HEAVY-CHAIN 
(test completo)
Incluso: 90.81.5 TIPIZZAZIONE SOTTOPOPOLAZIONI DI CELLULE DEL SANGUE, 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1025
